type,battleTime,isLadderTournament,arena_id,arena_name,gameMode_id,gameMode_name,replayTag,deckSelection,team_0_tag,team_0_name,team_0_crowns,team_0_kingTowerHitPoints,team_0_princessTowersHitPoints,team_0_clan_tag,team_0_clan_name,team_0_clan_badgeId,team_0_cards_0_name,team_0_cards_0_id,team_0_cards_0_level,team_0_cards_0_starLevel,team_0_cards_0_evolutionLevel,team_0_cards_0_maxLevel,team_0_cards_0_maxEvolutionLevel,team_0_cards_0_rarity,team_0_cards_0_elixirCost,team_0_cards_0_iconUrls_medium,team_0_cards_0_iconUrls_evolutionMedium,team_0_cards_1_name,team_0_cards_1_id,team_0_cards_1_level,team_0_cards_1_starLevel,team_0_cards_1_evolutionLevel,team_0_cards_1_maxLevel,team_0_cards_1_maxEvolutionLevel,team_0_cards_1_rarity,team_0_cards_1_elixirCost,team_0_cards_1_iconUrls_medium,team_0_cards_1_iconUrls_evolutionMedium,team_0_cards_2_name,team_0_cards_2_id,team_0_cards_2_level,team_0_cards_2_starLevel,team_0_cards_2_maxLevel,team_0_cards_2_maxEvolutionLevel,team_0_cards_2_rarity,team_0_cards_2_elixirCost,team_0_cards_2_iconUrls_medium,team_0_cards_2_iconUrls_evolutionMedium,team_0_cards_3_name,team_0_cards_3_id,team_0_cards_3_level,team_0_cards_3_starLevel,team_0_cards_3_maxLevel,team_0_cards_3_rarity,team_0_cards_3_elixirCost,team_0_cards_3_iconUrls_medium,team_0_cards_4_name,team_0_cards_4_id,team_0_cards_4_level,team_0_cards_4_starLevel,team_0_cards_4_maxLevel,team_0_cards_4_rarity,team_0_cards_4_elixirCost,team_0_cards_4_iconUrls_medium,team_0_cards_5_name,team_0_cards_5_id,team_0_cards_5_level,team_0_cards_5_starLevel,team_0_cards_5_maxLevel,team_0_cards_5_maxEvolutionLevel,team_0_cards_5_rarity,team_0_cards_5_elixirCost,team_0_cards_5_iconUrls_medium,team_0_cards_5_iconUrls_evolutionMedium,team_0_cards_6_name,team_0_cards_6_id,team_0_cards_6_level,team_0_cards_6_starLevel,team_0_cards_6_maxLevel,team_0_cards_6_rarity,team_0_cards_6_elixirCost,team_0_cards_6_iconUrls_medium,team_0_cards_7_name,team_0_cards_7_id,team_0_cards_7_level,team_0_cards_7_starLevel,team_0_cards_7_maxLevel,team_0_cards_7_rarity,team_0_cards_7_elixirCost,team_0_cards_7_iconUrls_medium,team_0_supportCards_0_name,team_0_supportCards_0_id,team_0_supportCards_0_level,team_0_supportCards_0_maxLevel,team_0_supportCards_0_rarity,team_0_supportCards_0_iconUrls_medium,team_0_globalRank,team_0_elixirLeaked,opponent_0_tag,opponent_0_name,opponent_0_trophyChange,opponent_0_crowns,opponent_0_kingTowerHitPoints,opponent_0_princessTowersHitPoints_0,opponent_0_princessTowersHitPoints_1,opponent_0_clan_tag,opponent_0_clan_name,opponent_0_clan_badgeId,opponent_0_cards_0_name,opponent_0_cards_0_id,opponent_0_cards_0_level,opponent_0_cards_0_starLevel,opponent_0_cards_0_evolutionLevel,opponent_0_cards_0_maxLevel,opponent_0_cards_0_maxEvolutionLevel,opponent_0_cards_0_rarity,opponent_0_cards_0_elixirCost,opponent_0_cards_0_iconUrls_medium,opponent_0_cards_0_iconUrls_evolutionMedium,opponent_0_cards_1_name,opponent_0_cards_1_id,opponent_0_cards_1_level,opponent_0_cards_1_starLevel,opponent_0_cards_1_evolutionLevel,opponent_0_cards_1_maxLevel,opponent_0_cards_1_maxEvolutionLevel,opponent_0_cards_1_rarity,opponent_0_cards_1_elixirCost,opponent_0_cards_1_iconUrls_medium,opponent_0_cards_1_iconUrls_evolutionMedium,opponent_0_cards_2_name,opponent_0_cards_2_id,opponent_0_cards_2_level,opponent_0_cards_2_starLevel,opponent_0_cards_2_maxLevel,opponent_0_cards_2_rarity,opponent_0_cards_2_elixirCost,opponent_0_cards_2_iconUrls_medium,opponent_0_cards_3_name,opponent_0_cards_3_id,opponent_0_cards_3_level,opponent_0_cards_3_starLevel,opponent_0_cards_3_maxLevel,opponent_0_cards_3_rarity,opponent_0_cards_3_elixirCost,opponent_0_cards_3_iconUrls_medium,opponent_0_cards_4_name,opponent_0_cards_4_id,opponent_0_cards_4_level,opponent_0_cards_4_starLevel,opponent_0_cards_4_maxLevel,opponent_0_cards_4_rarity,opponent_0_cards_4_elixirCost,opponent_0_cards_4_iconUrls_medium,opponent_0_cards_5_name,opponent_0_cards_5_id,opponent_0_cards_5_level,opponent_0_cards_5_starLevel,opponent_0_cards_5_maxLevel,opponent_0_cards_5_rarity,opponent_0_cards_5_elixirCost,opponent_0_cards_5_iconUrls_medium,opponent_0_cards_6_name,opponent_0_cards_6_id,opponent_0_cards_6_level,opponent_0_cards_6_starLevel,opponent_0_cards_6_maxLevel,opponent_0_cards_6_maxEvolutionLevel,opponent_0_cards_6_rarity,opponent_0_cards_6_elixirCost,opponent_0_cards_6_iconUrls_medium,opponent_0_cards_6_iconUrls_evolutionMedium,opponent_0_cards_7_name,opponent_0_cards_7_id,opponent_0_cards_7_level,opponent_0_cards_7_starLevel,opponent_0_cards_7_maxLevel,opponent_0_cards_7_rarity,opponent_0_cards_7_elixirCost,opponent_0_cards_7_iconUrls_medium,opponent_0_supportCards_0_name,opponent_0_supportCards_0_id,opponent_0_supportCards_0_level,opponent_0_supportCards_0_maxLevel,opponent_0_supportCards_0_rarity,opponent_0_supportCards_0_iconUrls_medium,opponent_0_globalRank,opponent_0_elixirLeaked,isHostedMatch,leagueNumber,team_0_startingTrophies,team_0_trophyChange,team_0_princessTowersHitPoints_0,team_0_princessTowersHitPoints_1,opponent_0_startingTrophies,opponent_0_cards_2_maxEvolutionLevel,opponent_0_cards_2_iconUrls_evolutionMedium,opponent_0_cards_4_maxEvolutionLevel,opponent_0_cards_4_iconUrls_evolutionMedium,opponent_0_cards_3_maxEvolutionLevel,opponent_0_cards_3_iconUrls_evolutionMedium,opponent_0_princessTowersHitPoints,opponent_0_cards_5_maxEvolutionLevel,opponent_0_cards_5_iconUrls_evolutionMedium,opponent_0_cards_7_maxEvolutionLevel,opponent_0_cards_7_iconUrls_evolutionMedium
pathOfLegend,20250708T044309.000Z,False,54000116,Legendary Arena,72000464,Ranked1v1_NewArena2,#0929QJLQ022V,collection,#CU88PUR0P,leesj,0,0,,#VCRC28,four locs,16000011,Mega Knight,26000055,7,2,1,6,1,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Firecracker,26000064,15,1,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,https://api-assets.clashroyale.com/cardevolutions/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,Wall Breakers,26000058,10,3,9,1,epic,2,https://api-assets.clashroyale.com/cards/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,https://api-assets.clashroyale.com/cardevolutions/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,Hog Rider,26000021,13,3,12,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,The Log,28000011,7,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Zap,28000008,15,1,14,1,common,2,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,https://api-assets.clashroyale.com/cardevolutions/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,Goblin Gang,26000041,15,2,14,common,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,Inferno Tower,27000003,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/GSHY_wrooMMLET6bG_WJB8redtwx66c4i80ipi4gYOM.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,25.56,#8Y099YYQV,Popsicle,30,3,4727,4424,4424,#GUVR8UC2,All Stars™,16000077,Knight,26000000,14,3,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/jAj1Q5rclXxU9kVImGqSJxa4wEMfEhvwNQ_4jiGUuqg.png,https://api-assets.clashroyale.com/cardevolutions/300/jAj1Q5rclXxU9kVImGqSJxa4wEMfEhvwNQ_4jiGUuqg.png,Tesla,27000006,14,2,1,14,1,common,4,https://api-assets.clashroyale.com/cards/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,https://api-assets.clashroyale.com/cardevolutions/300/OiwnGrxFMNiHetYEerE-UZt0L_uYNzFY7qV_CA_OxR4.png,The Log,28000011,6,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Rocket,28000003,13,3,12,rare,6,https://api-assets.clashroyale.com/cards/300/Ie07nQNK9CjhKOa4-arFAewi4EroqaA-86Xo7r5tx94.png,Tornado,28000012,9,1,9,epic,3,https://api-assets.clashroyale.com/cards/300/QJB-QK1QJHdw4hjpAwVSyZBozc2ZWAR9pQ-SMUyKaT0.png,Ice Wizard,26000023,7,1,6,legendary,3,https://api-assets.clashroyale.com/cards/300/W3dkw0HTw9n1jB-zbknY2w3wHuyuLxSRIAV5fUT1SEY.png,Skeletons,26000010,14,3,14,1,common,1,https://api-assets.clashroyale.com/cards/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,https://api-assets.clashroyale.com/cardevolutions/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,X-Bow,27000008,10,3,9,epic,6,https://api-assets.clashroyale.com/cards/300/zVQ9Hme1hlj9Dc6e1ORl9xWwglcSrP7ejow5mAhLUJc.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,1.75,False,4,,,,,,,,,,,,,,,,
PvP,20250708T043828.000Z,False,54000031,Legendary Arena,72000006,Ladder,#028PQ99G0CR0,collection,#CU88PUR0P,leesj,1,7032,,#VCRC28,four locs,16000011,Firecracker,26000064,15,1,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,https://api-assets.clashroyale.com/cardevolutions/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,Mega Knight,26000055,7,2,1,6,1,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Wall Breakers,26000058,10,3,9,1,epic,2,https://api-assets.clashroyale.com/cards/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,https://api-assets.clashroyale.com/cardevolutions/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,Goblin Gang,26000041,15,2,14,common,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,The Log,28000011,7,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Zap,28000008,15,1,14,1,common,2,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,https://api-assets.clashroyale.com/cardevolutions/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,Hog Rider,26000021,13,3,12,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,Inferno Tower,27000003,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/GSHY_wrooMMLET6bG_WJB8redtwx66c4i80ipi4gYOM.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,4.02,#J8C0P2RGP,ANDRÉ ZK,-31,0,7032,3498,,#YV0920RJ,GT2 Brasil,16000035,P.E.K.K.A,26000004,10,2,1,9,1,epic,7,https://api-assets.clashroyale.com/cards/300/MlArURKhn_zWAZY-Xj1qIRKLVKquarG25BXDjUQajNs.png,https://api-assets.clashroyale.com/cardevolutions/300/MlArURKhn_zWAZY-Xj1qIRKLVKquarG25BXDjUQajNs.png,Skeletons,26000010,14,3,1,14,1,common,1,https://api-assets.clashroyale.com/cards/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,https://api-assets.clashroyale.com/cardevolutions/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,Goblin Barrel,28000004,10,3,9,epic,3,https://api-assets.clashroyale.com/cards/300/CoZdp5PpsTH858l212lAMeJxVJ0zxv9V-f5xC8Bvj5g.png,The Log,28000011,7,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Wizard,26000017,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/Mej7vnv4H_3p_8qPs_N6_GKahy6HDr7pU7i9eTHS84U.png,Bandit,26000046,7,1,6,legendary,3,https://api-assets.clashroyale.com/cards/300/QWDdXMKJNpv0go-HYaWQWP6p8uIOHjqn-zX7G0p3DyM.png,Electro Wizard,26000042,7,1,6,,legendary,4,https://api-assets.clashroyale.com/cards/300/RsFaHgB3w6vXsTjXdPr3x8l_GbV9TbOUCvIx07prbrQ.png,,Arrows,28000001,15,3,14,common,3,https://api-assets.clashroyale.com/cards/300/Flsoci-Y6y8ZFVi5uRFTmgkPnCmMyMVrU7YmmuPvSBo.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,5.6,False,1,9544,31,3686,2291,9567,1,https://api-assets.clashroyale.com/cardevolutions/300/CoZdp5PpsTH858l212lAMeJxVJ0zxv9V-f5xC8Bvj5g.png,1,https://api-assets.clashroyale.com/cardevolutions/300/Mej7vnv4H_3p_8qPs_N6_GKahy6HDr7pU7i9eTHS84U.png,,,,,,,
PvP,20250708T043504.000Z,False,54000031,Legendary Arena,72000006,Ladder,#00GPLJGYGULQ,collection,#CU88PUR0P,leesj,0,6440,,#VCRC28,four locs,16000011,Firecracker,26000064,15,1,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,https://api-assets.clashroyale.com/cardevolutions/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,Mega Knight,26000055,7,2,1,6,1,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Wall Breakers,26000058,10,3,9,1,epic,2,https://api-assets.clashroyale.com/cards/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,https://api-assets.clashroyale.com/cardevolutions/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,Goblin Gang,26000041,15,2,14,common,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,The Log,28000011,7,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Zap,28000008,15,1,14,1,common,2,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,https://api-assets.clashroyale.com/cardevolutions/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,Hog Rider,26000021,13,3,12,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,Inferno Tower,27000003,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/GSHY_wrooMMLET6bG_WJB8redtwx66c4i80ipi4gYOM.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,3.89,#QRYJQUQ9R,Jayden2Cracked,30,1,6812,1322,3728,#QVURRGU9,Just Chill,16000120,Skeletons,26000010,15,3,1,14,1,common,1,https://api-assets.clashroyale.com/cards/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,https://api-assets.clashroyale.com/cardevolutions/300/oO7iKMU5m0cdxhYPZA3nWQiAUh2yoGgdThLWB1rVSec.png,Firecracker,26000064,15,1,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,https://api-assets.clashroyale.com/cardevolutions/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,Mini P.E.K.K.A,26000018,13,2,12,rare,4,https://api-assets.clashroyale.com/cards/300/Fmltc4j3Ve9vO_xhHHPEO3PRP3SmU2oKp2zkZQHRZT4.png,Barbarian Barrel,28000015,10,,9,epic,2,https://api-assets.clashroyale.com/cards/300/Gb0G1yNy0i5cIGUHin8uoFWxqntNtRPhY_jeMXg7HnA.png,Mega Knight,26000055,7,2,6,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Freeze,28000005,10,1,9,epic,4,https://api-assets.clashroyale.com/cards/300/I1M20_Zs_p_BS1NaNIVQjuMJkYI_1-ePtwYZahn0JXQ.png,Hog Rider,26000021,13,3,12,,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,,Inferno Tower,27000003,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/GSHY_wrooMMLET6bG_WJB8redtwx66c4i80ipi4gYOM.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,0.73,False,1,9574,-30,4067,,9568,,,1,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,,,,,,,
PvP,20250708T043050.000Z,False,54000031,Legendary Arena,72000006,Ladder,#022PQCVPVC22,collection,#CU88PUR0P,leesj,1,7032,,#VCRC28,four locs,16000011,Firecracker,26000064,15,1,1,14,1,common,3,https://api-assets.clashroyale.com/cards/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,https://api-assets.clashroyale.com/cardevolutions/300/c1rL3LO1U2D9-TkeFfAC18gP3AO8ztSwrcHMZplwL2Q.png,Mega Knight,26000055,7,2,1,6,1,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Wall Breakers,26000058,10,3,9,1,epic,2,https://api-assets.clashroyale.com/cards/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,https://api-assets.clashroyale.com/cardevolutions/300/_xPphEfC8eEwFNrfU3cMQG9-f5JaLQ31ARCA7l3XtW4.png,Goblin Gang,26000041,15,2,14,common,3,https://api-assets.clashroyale.com/cards/300/NHflxzVAQT4oAz7eDfdueqpictb5vrWezn1nuqFhE4w.png,The Log,28000011,7,1,6,legendary,2,https://api-assets.clashroyale.com/cards/300/_iDwuDLexHPFZ_x4_a0eP-rxCS6vwWgTs6DLauwwoaY.png,Zap,28000008,15,1,14,1,common,2,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,https://api-assets.clashroyale.com/cardevolutions/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,Hog Rider,26000021,13,3,12,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,Inferno Tower,27000003,13,2,12,rare,5,https://api-assets.clashroyale.com/cards/300/GSHY_wrooMMLET6bG_WJB8redtwx66c4i80ipi4gYOM.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,2.74,#8PGRY2P2R,no 1,-28,0,7032,2717,,#9LGVY9Q9,Ponosni,16000004,Valkyrie,26000011,13,2,1,12,1,rare,4,https://api-assets.clashroyale.com/cards/300/0lIoYf3Y_plFTzo95zZL93JVxpfb3MMgFDDhgSDGU9A.png,https://api-assets.clashroyale.com/cardevolutions/300/0lIoYf3Y_plFTzo95zZL93JVxpfb3MMgFDDhgSDGU9A.png,Mega Knight,26000055,7,2,1,6,1,legendary,7,https://api-assets.clashroyale.com/cards/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,https://api-assets.clashroyale.com/cardevolutions/300/O2NycChSNhn_UK9nqBXUhhC_lILkiANzPuJjtjoz0CE.png,Electro Wizard,26000042,7,1,6,legendary,4,https://api-assets.clashroyale.com/cards/300/RsFaHgB3w6vXsTjXdPr3x8l_GbV9TbOUCvIx07prbrQ.png,Inferno Dragon,26000037,7,3,6,legendary,4,https://api-assets.clashroyale.com/cards/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,Hog Rider,26000021,13,3,12,rare,4,https://api-assets.clashroyale.com/cards/300/Ubu0oUl8tZkusnkZf8Xv9Vno5IO29Y-jbZ4fhoNJ5oc.png,Mini P.E.K.K.A,26000018,13,2,12,rare,4,https://api-assets.clashroyale.com/cards/300/Fmltc4j3Ve9vO_xhHHPEO3PRP3SmU2oKp2zkZQHRZT4.png,Zap,28000008,15,1,14,1,common,2,https://api-assets.clashroyale.com/cards/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,https://api-assets.clashroyale.com/cardevolutions/300/7dxh2-yCBy1x44GrBaL29vjqnEEeJXHEAlsi5g6D1eY.png,Arrows,28000001,15,3,14,common,3,https://api-assets.clashroyale.com/cards/300/Flsoci-Y6y8ZFVi5uRFTmgkPnCmMyMVrU7YmmuPvSBo.png,Tower Princess,159000000,15,14,common,https://api-assets.clashroyale.com/cards/300/Nzo5Gjbh7NG6O3Hyu7ev54Pu5zK7vDMR2fbpGdVsS64.png,,8.41,False,1,9546,28,1600,4424,9531,,,,,1,https://api-assets.clashroyale.com/cardevolutions/300/y5HDbKtTbWG6En6TGWU0xoVIGs1-iQpIP4HC-VM7u8A.png,,,,,
